               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,             0.03593,            0.012757,             0.00236,             0.75235,             0.70024,             0.75757,             0.41177,            0.029111,            0.010219,           0.0020913,            0.004555,            0.004555,            0.004555
                  57,            0.035911,            0.012701,            0.002301,             0.75405,             0.70023,              0.7579,             0.41205,            0.029113,            0.010225,           0.0021191,            0.004456,            0.004456,            0.004456
                  58,            0.035627,            0.012593,           0.0024818,             0.75039,             0.70585,             0.75838,              0.4129,            0.029097,            0.010231,           0.0021471,            0.004357,            0.004357,            0.004357
                  59,            0.035483,            0.012493,           0.0023402,             0.75378,             0.70154,             0.75759,             0.41294,            0.029105,            0.010238,           0.0021779,            0.004258,            0.004258,            0.004258
                  60,            0.035269,            0.012525,           0.0022943,             0.75226,             0.70215,             0.75778,             0.41297,            0.029104,            0.010246,           0.0021976,            0.004159,            0.004159,            0.004159
                  61,            0.034987,            0.012361,           0.0022808,               0.753,             0.70217,             0.75705,             0.41324,            0.029101,            0.010249,           0.0022019,             0.00406,             0.00406,             0.00406
                  62,            0.034995,            0.012471,           0.0024058,             0.74658,             0.70549,             0.75612,             0.41345,            0.029103,            0.010254,           0.0022061,            0.003961,            0.003961,            0.003961
                  63,            0.034713,            0.012409,           0.0021491,             0.75267,             0.70232,             0.75639,             0.41354,            0.029099,            0.010258,           0.0022057,            0.003862,            0.003862,            0.003862
                  64,            0.034646,            0.012411,           0.0022411,             0.75283,             0.70273,             0.75722,             0.41296,            0.029098,            0.010264,           0.0022012,            0.003763,            0.003763,            0.003763
                  65,            0.034521,            0.012286,            0.002151,             0.75083,             0.70376,             0.75731,             0.41343,            0.029095,            0.010268,           0.0021939,            0.003664,            0.003664,            0.003664
                  66,            0.034407,            0.011988,           0.0022785,             0.75119,             0.70522,              0.7577,             0.41348,            0.029092,            0.010273,           0.0021864,            0.003565,            0.003565,            0.003565
                  67,            0.034144,            0.012282,           0.0020762,              0.7526,             0.70392,             0.75732,             0.41325,            0.029089,            0.010275,           0.0021825,            0.003466,            0.003466,            0.003466
                  68,            0.033848,            0.012075,           0.0022094,             0.75336,             0.70428,             0.75729,              0.4128,            0.029087,            0.010279,           0.0021886,            0.003367,            0.003367,            0.003367
                  69,            0.033867,            0.011996,           0.0022573,             0.75054,             0.70506,             0.75641,             0.41276,            0.029084,            0.010282,           0.0021938,            0.003268,            0.003268,            0.003268
                  70,            0.033744,            0.011885,           0.0020692,             0.75168,             0.70619,             0.75675,             0.41271,            0.029081,            0.010285,           0.0021972,            0.003169,            0.003169,            0.003169
                  71,            0.033498,            0.011906,           0.0021587,             0.75237,             0.70609,             0.75679,             0.41284,             0.02908,            0.010288,           0.0022001,             0.00307,             0.00307,             0.00307
                  72,            0.033148,            0.011839,           0.0019423,             0.75184,             0.70672,             0.75712,             0.41301,            0.029082,            0.010292,           0.0022023,            0.002971,            0.002971,            0.002971
                  73,            0.033046,            0.011832,           0.0020484,             0.75008,             0.70631,             0.75657,             0.41352,            0.029089,            0.010295,           0.0022042,            0.002872,            0.002872,            0.002872
                  74,            0.032973,            0.011796,           0.0019367,             0.75194,             0.70445,              0.7562,             0.41333,            0.029092,            0.010299,           0.0022036,            0.002773,            0.002773,            0.002773
                  75,            0.032742,            0.011707,           0.0020432,             0.74893,             0.70636,             0.75525,             0.41331,            0.029097,            0.010306,           0.0022002,            0.002674,            0.002674,            0.002674
                  76,            0.032703,            0.011546,           0.0020115,             0.74952,             0.70569,             0.75462,             0.41307,            0.029105,            0.010309,           0.0021942,            0.002575,            0.002575,            0.002575
                  77,            0.032472,            0.011516,           0.0020002,             0.74614,             0.71024,             0.75498,             0.41352,            0.029112,             0.01031,           0.0021869,            0.002476,            0.002476,            0.002476
                  78,            0.032128,            0.011463,           0.0018344,             0.74626,             0.71146,             0.75532,             0.41357,            0.029122,            0.010313,           0.0021833,            0.002377,            0.002377,            0.002377
                  79,            0.032026,            0.011418,           0.0020039,             0.74723,             0.71008,             0.75514,             0.41395,            0.029127,            0.010318,           0.0021822,            0.002278,            0.002278,            0.002278
                  80,            0.031756,            0.011259,           0.0018438,             0.74803,             0.71009,             0.75545,             0.41394,            0.029133,            0.010321,           0.0021802,            0.002179,            0.002179,            0.002179
                  81,             0.03154,            0.011258,            0.001843,             0.75035,             0.70806,             0.75509,             0.41324,            0.029136,            0.010325,           0.0021798,             0.00208,             0.00208,             0.00208
                  82,            0.031539,            0.011303,           0.0018954,              0.7504,             0.70698,              0.7549,             0.41345,            0.029144,            0.010329,           0.0021762,            0.001981,            0.001981,            0.001981
                  83,            0.031404,            0.011231,           0.0018273,              0.7485,             0.70831,             0.75471,             0.41359,            0.029151,            0.010333,           0.0021737,            0.001882,            0.001882,            0.001882
                  84,            0.031102,             0.01101,           0.0017903,             0.74463,             0.71092,             0.75454,             0.41325,            0.029157,            0.010338,           0.0021742,            0.001783,            0.001783,            0.001783
                  85,            0.030793,            0.011048,           0.0017512,             0.74714,             0.71021,             0.75429,             0.41335,             0.02916,            0.010342,           0.0021746,            0.001684,            0.001684,            0.001684
                  86,            0.030667,            0.010818,            0.001852,             0.74862,             0.70783,             0.75366,             0.41345,            0.029161,            0.010345,           0.0021715,            0.001585,            0.001585,            0.001585
                  87,            0.030487,            0.010902,           0.0017821,             0.74809,             0.70975,              0.7536,             0.41303,            0.029165,            0.010348,           0.0021677,            0.001486,            0.001486,            0.001486
                  88,            0.030269,            0.010628,           0.0017341,             0.74895,              0.7094,             0.75384,             0.41298,            0.029169,            0.010353,           0.0021656,            0.001387,            0.001387,            0.001387
                  89,            0.030147,            0.010753,           0.0017517,             0.75096,             0.70799,             0.75384,             0.41308,            0.029174,            0.010357,           0.0021645,            0.001288,            0.001288,            0.001288
                  90,            0.029782,            0.010596,           0.0016691,             0.75218,             0.70788,             0.75389,             0.41284,             0.02918,            0.010365,           0.0021647,            0.001189,            0.001189,            0.001189
                  91,            0.029707,            0.010609,           0.0017573,             0.74912,             0.70909,             0.75383,             0.41288,            0.029184,             0.01037,            0.002162,             0.00109,             0.00109,             0.00109
                  92,            0.029437,            0.010467,           0.0016433,             0.74645,             0.71108,             0.75388,             0.41294,            0.029191,            0.010375,           0.0021614,            0.000991,            0.000991,            0.000991
                  93,            0.029329,            0.010535,           0.0016756,             0.74737,              0.7094,             0.75288,              0.4129,            0.029198,            0.010382,           0.0021608,            0.000892,            0.000892,            0.000892
                  94,            0.029099,             0.01044,           0.0017231,             0.74854,             0.70905,             0.75277,             0.41269,            0.029203,             0.01039,           0.0021606,            0.000793,            0.000793,            0.000793
                  95,            0.028949,            0.010338,           0.0016617,             0.75008,              0.7087,             0.75243,             0.41245,            0.029213,            0.010399,           0.0021584,            0.000694,            0.000694,            0.000694
                  96,            0.028637,            0.010287,           0.0015774,             0.74958,             0.70927,             0.75231,             0.41286,            0.029219,            0.010405,           0.0021577,            0.000595,            0.000595,            0.000595
                  97,            0.028449,            0.010163,           0.0016432,              0.7483,              0.7117,             0.75281,             0.41257,            0.029225,            0.010414,           0.0021576,            0.000496,            0.000496,            0.000496
                  98,            0.028295,             0.01021,           0.0016741,               0.747,             0.71324,             0.75253,             0.41214,            0.029235,            0.010424,            0.002158,            0.000397,            0.000397,            0.000397
                  99,            0.028064,            0.010053,            0.001522,             0.74318,             0.71709,             0.75198,             0.41183,            0.029243,            0.010436,           0.0021583,            0.000298,            0.000298,            0.000298
