               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.044215,            0.015482,           0.0037565,             0.69993,              0.6572,             0.70779,              0.3602,            0.030932,            0.010638,           0.0018324,            0.006832,            0.006832,            0.006832
                  34,            0.043929,            0.015469,           0.0035771,             0.71395,             0.64875,             0.70888,             0.36195,            0.030787,            0.010608,           0.0018415,            0.006733,            0.006733,            0.006733
                  35,            0.043567,            0.015628,           0.0035928,             0.71468,             0.65803,             0.71682,             0.36643,            0.030684,            0.010589,           0.0018468,            0.006634,            0.006634,            0.006634
                  36,            0.043455,            0.015239,           0.0035999,             0.71432,             0.65857,             0.71386,             0.36793,            0.030621,            0.010537,           0.0018415,            0.006535,            0.006535,            0.006535
                  37,            0.043204,            0.015301,           0.0037145,             0.71352,              0.6626,             0.71725,             0.36955,            0.030479,            0.010512,           0.0018216,            0.006436,            0.006436,            0.006436
                  38,            0.043066,            0.015166,           0.0036248,             0.71619,             0.66759,             0.71941,             0.37181,            0.030443,            0.010491,           0.0018219,            0.006337,            0.006337,            0.006337
                  39,            0.042767,            0.015185,           0.0035933,             0.71836,             0.66074,             0.71965,             0.37199,            0.030474,            0.010476,           0.0017955,            0.006238,            0.006238,            0.006238
                  40,            0.042638,            0.014983,            0.003537,             0.72591,             0.66154,             0.72305,             0.37505,            0.030486,            0.010445,           0.0017752,            0.006139,            0.006139,            0.006139
                  41,            0.042434,            0.014986,             0.00352,             0.73785,             0.65838,             0.72777,             0.37857,            0.030337,            0.010426,           0.0017401,             0.00604,             0.00604,             0.00604
                  42,             0.04241,            0.015019,           0.0034542,             0.73276,             0.66224,             0.72667,             0.37901,            0.030302,            0.010413,           0.0017273,            0.005941,            0.005941,            0.005941
                  43,            0.042557,            0.015101,           0.0033607,             0.73246,             0.66532,             0.72627,             0.37874,            0.030171,            0.010407,           0.0017104,            0.005842,            0.005842,            0.005842
                  44,            0.041963,            0.014904,           0.0033597,             0.73176,             0.66728,             0.72903,             0.38004,            0.030105,            0.010384,           0.0017026,            0.005743,            0.005743,            0.005743
                  45,            0.042087,            0.014906,           0.0035097,             0.72812,             0.66909,             0.73051,             0.38275,            0.030088,            0.010365,           0.0017081,            0.005644,            0.005644,            0.005644
                  46,             0.04189,            0.014782,            0.003423,              0.7291,             0.66713,             0.73086,             0.38416,            0.030034,            0.010361,           0.0017129,            0.005545,            0.005545,            0.005545
                  47,            0.041921,            0.014883,           0.0034208,             0.73752,             0.66548,             0.73129,             0.38533,            0.030001,            0.010341,           0.0017158,            0.005446,            0.005446,            0.005446
                  48,              0.0416,            0.014646,           0.0032354,             0.73938,             0.66383,             0.73354,             0.38668,            0.030032,            0.010323,           0.0017167,            0.005347,            0.005347,            0.005347
                  49,            0.041585,            0.014723,           0.0032974,             0.73588,             0.66552,             0.73382,             0.38715,            0.030027,            0.010321,           0.0017139,            0.005248,            0.005248,            0.005248
                  50,            0.041231,            0.014768,           0.0032118,             0.74445,             0.66271,             0.73483,             0.38775,            0.029992,            0.010309,           0.0017057,            0.005149,            0.005149,            0.005149
                  51,            0.041166,            0.014783,           0.0033102,             0.73149,             0.67417,             0.73633,              0.3894,             0.02995,            0.010302,           0.0017041,             0.00505,             0.00505,             0.00505
                  52,            0.041037,            0.014668,           0.0033994,             0.73517,             0.67651,             0.73742,             0.39003,            0.029909,            0.010283,           0.0017011,            0.004951,            0.004951,            0.004951
                  53,            0.041029,            0.014655,            0.003151,              0.7369,             0.68065,             0.73914,             0.39122,            0.029867,            0.010273,           0.0017011,            0.004852,            0.004852,            0.004852
                  54,            0.040884,            0.014563,           0.0032562,             0.73341,             0.68646,              0.7385,             0.39184,            0.029857,            0.010258,           0.0016941,            0.004753,            0.004753,            0.004753
                  55,            0.040754,            0.014487,           0.0032193,             0.72949,             0.68575,             0.73852,              0.3925,            0.029858,            0.010248,           0.0016857,            0.004654,            0.004654,            0.004654
                  56,            0.040652,            0.014532,           0.0031288,             0.73258,             0.68543,             0.73994,             0.39277,            0.029828,            0.010241,           0.0016765,            0.004555,            0.004555,            0.004555
                  57,            0.040646,            0.014471,           0.0031334,             0.73888,             0.68373,              0.7412,             0.39381,            0.029801,            0.010233,           0.0016715,            0.004456,            0.004456,            0.004456
                  58,            0.040337,            0.014365,           0.0032791,             0.73335,              0.6859,             0.74059,             0.39401,            0.029784,            0.010231,           0.0016685,            0.004357,            0.004357,            0.004357
                  59,            0.040149,            0.014319,           0.0030786,              0.7422,             0.68251,              0.7413,             0.39488,            0.029763,            0.010226,           0.0016701,            0.004258,            0.004258,            0.004258
                  60,            0.040047,            0.014335,           0.0031525,              0.7406,             0.68435,             0.74258,               0.395,            0.029738,            0.010219,           0.0016685,            0.004159,            0.004159,            0.004159
                  61,            0.039883,            0.014196,           0.0029781,             0.74156,             0.68283,             0.74319,             0.39585,            0.029716,            0.010211,           0.0016698,             0.00406,             0.00406,             0.00406
                  62,            0.039713,            0.014322,           0.0031461,             0.74727,             0.68207,             0.74265,               0.396,            0.029693,            0.010204,           0.0016713,            0.003961,            0.003961,            0.003961
                  63,            0.039696,            0.014279,            0.002896,             0.75131,             0.68194,              0.7441,             0.39649,            0.029667,            0.010196,           0.0016703,            0.003862,            0.003862,            0.003862
                  64,            0.039627,            0.014264,           0.0029692,             0.75215,             0.68207,              0.7451,             0.39766,            0.029649,            0.010188,           0.0016671,            0.003763,            0.003763,            0.003763
                  65,            0.039415,            0.014178,           0.0029313,             0.75147,             0.68329,             0.74597,             0.39839,            0.029637,             0.01018,           0.0016621,            0.003664,            0.003664,            0.003664
                  66,            0.039348,            0.013868,            0.003012,             0.75244,             0.68508,             0.74674,             0.39835,            0.029625,            0.010173,           0.0016603,            0.003565,            0.003565,            0.003565
                  67,            0.039154,             0.01418,            0.002765,             0.75076,             0.68742,              0.7477,             0.39865,            0.029615,            0.010165,           0.0016572,            0.003466,            0.003466,            0.003466
                  68,            0.038751,            0.013975,           0.0029173,             0.75102,             0.68843,              0.7476,             0.39935,            0.029601,            0.010158,            0.001654,            0.003367,            0.003367,            0.003367
                  69,            0.038753,            0.013954,           0.0029462,             0.75484,             0.68823,             0.74859,             0.39926,            0.029591,            0.010153,           0.0016524,            0.003268,            0.003268,            0.003268
                  70,            0.038689,            0.013741,           0.0027924,             0.75424,             0.68928,             0.74853,             0.39967,             0.02958,             0.01015,           0.0016513,            0.003169,            0.003169,            0.003169
                  71,            0.038493,            0.013796,           0.0029479,             0.75374,             0.68937,              0.7489,             0.40033,            0.029567,            0.010145,           0.0016512,             0.00307,             0.00307,             0.00307
                  72,            0.038336,            0.013814,           0.0026592,             0.75243,             0.69233,             0.74964,             0.40053,            0.029558,            0.010139,           0.0016499,            0.002971,            0.002971,            0.002971
                  73,            0.038084,            0.013803,           0.0027371,              0.7514,             0.69294,             0.74927,             0.40084,             0.02955,            0.010134,           0.0016497,            0.002872,            0.002872,            0.002872
                  74,            0.038054,            0.013764,           0.0025921,             0.75183,             0.69461,             0.74986,             0.40146,            0.029542,            0.010128,           0.0016491,            0.002773,            0.002773,            0.002773
                  75,             0.03791,            0.013708,           0.0027446,             0.75488,             0.69485,             0.75081,             0.40201,            0.029531,            0.010124,           0.0016481,            0.002674,            0.002674,            0.002674
                  76,            0.037819,            0.013543,           0.0027379,             0.75549,             0.69477,             0.75125,             0.40212,            0.029523,            0.010118,           0.0016476,            0.002575,            0.002575,            0.002575
                  77,            0.037653,            0.013499,           0.0027867,             0.75385,             0.69617,             0.75141,             0.40229,            0.029517,            0.010113,           0.0016489,            0.002476,            0.002476,            0.002476
                  78,            0.037461,            0.013485,           0.0025927,              0.7558,             0.69625,             0.75261,             0.40288,            0.029505,            0.010108,           0.0016499,            0.002377,            0.002377,            0.002377
                  79,            0.037192,             0.01343,           0.0026559,             0.75691,             0.69585,             0.75263,             0.40327,            0.029495,            0.010104,           0.0016506,            0.002278,            0.002278,            0.002278
                  80,             0.03699,            0.013324,           0.0025463,             0.75568,             0.69726,             0.75318,             0.40372,            0.029484,            0.010098,           0.0016513,            0.002179,            0.002179,            0.002179
                  81,            0.036854,             0.01334,           0.0025024,              0.7573,             0.69671,             0.75332,             0.40422,            0.029474,            0.010093,           0.0016513,             0.00208,             0.00208,             0.00208
                  82,            0.036889,              0.0134,           0.0025365,             0.75817,             0.69758,             0.75425,              0.4043,            0.029465,            0.010088,           0.0016519,            0.001981,            0.001981,            0.001981
                  83,            0.036869,            0.013373,           0.0025247,             0.75892,              0.6972,             0.75458,             0.40464,            0.029457,            0.010084,           0.0016524,            0.001882,            0.001882,            0.001882
                  84,            0.036569,            0.013142,           0.0024201,             0.75815,             0.69789,             0.75432,             0.40509,            0.029449,            0.010079,           0.0016521,            0.001783,            0.001783,            0.001783
                  85,             0.03619,            0.013161,           0.0023954,             0.75935,              0.6975,             0.75433,             0.40528,            0.029442,            0.010073,           0.0016531,            0.001684,            0.001684,            0.001684
                  86,            0.036043,            0.012897,           0.0024872,              0.7628,             0.69744,             0.75463,             0.40566,            0.029438,            0.010066,           0.0016534,            0.001585,            0.001585,            0.001585
                  87,            0.035879,            0.013059,           0.0024829,             0.76024,             0.69884,             0.75483,             0.40642,            0.029431,            0.010059,           0.0016541,            0.001486,            0.001486,            0.001486
                  88,            0.035792,            0.012755,           0.0024305,             0.76167,             0.69932,              0.7552,             0.40647,            0.029427,            0.010053,            0.001654,            0.001387,            0.001387,            0.001387
                  89,            0.035611,            0.012911,           0.0023582,             0.76287,              0.6995,             0.75598,             0.40712,            0.029421,            0.010046,           0.0016545,            0.001288,            0.001288,            0.001288
                  90,            0.035289,            0.012747,           0.0023876,             0.76337,             0.69997,              0.7562,             0.40745,            0.029415,            0.010041,           0.0016555,            0.001189,            0.001189,            0.001189
                  91,            0.035202,            0.012771,           0.0023568,             0.76248,             0.70237,             0.75698,             0.40764,             0.02941,            0.010035,           0.0016559,             0.00109,             0.00109,             0.00109
                  92,            0.035059,            0.012667,           0.0023216,             0.76236,              0.7028,             0.75752,             0.40758,            0.029408,            0.010029,           0.0016564,            0.000991,            0.000991,            0.000991
                  93,            0.034942,            0.012729,            0.002264,             0.76123,             0.70328,             0.75763,             0.40817,            0.029405,            0.010024,           0.0016577,            0.000892,            0.000892,            0.000892
                  94,            0.034714,            0.012671,           0.0023424,             0.76084,             0.70498,             0.75782,             0.40826,            0.029402,             0.01002,           0.0016597,            0.000793,            0.000793,            0.000793
                  95,            0.034566,            0.012572,           0.0021862,             0.76132,             0.70565,             0.75815,             0.40849,            0.029396,            0.010014,           0.0016614,            0.000694,            0.000694,            0.000694
                  96,            0.034138,            0.012468,           0.0021822,             0.76102,             0.70505,             0.75809,             0.40888,            0.029392,             0.01001,            0.001662,            0.000595,            0.000595,            0.000595
                  97,            0.034024,            0.012361,           0.0021737,             0.76048,             0.70647,             0.75828,             0.40948,            0.029388,            0.010005,           0.0016629,            0.000496,            0.000496,            0.000496
                  98,            0.033891,            0.012415,           0.0022417,              0.7608,             0.70748,             0.75891,             0.40952,            0.029384,            0.010001,           0.0016638,            0.000397,            0.000397,            0.000397
                  99,            0.033606,             0.01222,           0.0020775,             0.76103,             0.70593,             0.75838,             0.40984,             0.02938,           0.0099965,           0.0016651,            0.000298,            0.000298,            0.000298
